id,title,source_type,publisher,date,url_or_path,evidence_grade,notes
SRC-ai-037,工业和信息化部等七部门关于推动未来产业创新发展的实施意见,policy,工业和信息化部等七部门/中国政府网,2024-01-29,https://www.gov.cn/zhengce/zhengceku/202401/content_6929021.htm,S,未来产业政策底座，AI 与未来信息、未来制造、未来健康等方向交叉。
SRC-ai-038,DeepSeek 官网,company_website,DeepSeek,2026,https://www.deepseek.com/,A,中国基础模型和推理模型代表公司入口。
SRC-ai-039,Qwen 官方文档站,model_documentation,Alibaba Qwen,2026,https://qwenlm.github.io/,A,阿里通义千问/Qwen 模型、开源生态和文档入口。
SRC-ai-040,百度文心一言官网,product_page,百度,2026,https://yiyan.baidu.com/,A,百度文心一言/文心大模型应用入口。
SRC-ai-041,Kimi 官网,product_page,Moonshot AI,2026,https://kimi.moonshot.cn/,A,月之暗面 Kimi 产品入口。
SRC-ai-042,智谱 AI 官网,company_website,智谱 AI,2026,https://www.zhipuai.cn/,A,GLM 模型、企业服务和智能体产品入口。
SRC-ai-043,腾讯混元产品页,product_page,腾讯云,2026,https://cloud.tencent.com/product/hunyuan,A,腾讯混元大模型云产品入口。
SRC-ai-044,华为昇腾官网,product_ecosystem,Huawei Ascend,2026,https://www.hiascend.com/,A,国产 AI 算力硬件、软件栈和生态入口。
SRC-ai-045,寒武纪官网,company_website,寒武纪,2026,https://www.cambricon.com/,A,中国 AI 芯片上市公司入口。
SRC-ai-046,ModelScope 魔搭社区,model_platform,ModelScope,2026,https://www.modelscope.cn/,A,中国模型社区、模型下载、数据集和应用生态入口。
SRC-ai-047,PhysisForcing Physics Reinforced World Simulator for Robotic Manipulation,paper,arXiv,2026-06-26,https://arxiv.org/abs/2606.28128,S,Primary paper for PhysisForcing physical-consistency video/world-model method; used to verify Bilibili BV12pTq6qECg claims.
SRC-ai-048,ESP-Claw official website,product_documentation,Espressif,2026,https://esp-claw.com/zh-cn/,A,Official product page for Espressif Chat Coding IoT AI agent framework; used to verify Bilibili BV1PCjA6bEi4 project identity.
SRC-ai-049,ESP-Claw documentation,product_documentation,Espressif,2026-06-09,https://esp-claw.com/zh-cn/tutorial/,A,Official docs describing IM chat Lua dynamic loading MCP local memory and edge AI workflow.
SRC-ai-050,ESP-Claw GitHub repository,code_repository,Espressif,2026,https://github.com/espressif/esp-claw,A,Official Apache-2.0 repository for ESP-Claw; used to verify release status license supported platforms and runtime claims.
SRC-ai-051,ESP32-S3 product page,product_documentation,Espressif,2026,https://www.espressif.com/en/products/socs/esp32-s3,A,Official ESP32-S3 hardware page; used to contextualize ESP-Claw hardware claims and AIoT capability.
SRC-ai-052,ESP-IDF Programming Guide for ESP32-S3,product_documentation,Espressif,2026,https://docs.espressif.com/projects/esp-idf/en/latest/esp32s3/,A,Official ESP-IDF documentation confirming ESP-IDF as Espressif's framework for ESP32 series SoCs.
SRC-ai-bili-BV1BBTv6UEaf,安了这5个skill，让Codex自动控制matlab,video,极简AI丨,2026-07-01,https://www.bilibili.com/video/BV1BBTv6UEaf,B,Daily Bilibili AI/embodied pipeline; raw=raw/_inbox/transcripts/2026-07-02-bilibili-bv1bbtv6ueaf-5-skill-codex-matlab.json; source_card=knowledge/_sources/bilibili-bv1bbtv6ueaf-5-skill-codex-matlab.md
SRC-ai-bili-BV1N8Kd6QEBE,具身智能必备！TensorRT深度学习部署居然被计算机大佬用大白话讲明白了，比刷剧还爽！,video,大模型微调,待验证,https://www.bilibili.com/video/BV1N8Kd6QEBE,B,Daily Bilibili AI/embodied pipeline; raw=raw/_inbox/transcripts/2026-07-02-bilibili-bv1n8kd6qebe-tensorrt.json; source_card=knowledge/_sources/bilibili-bv1n8kd6qebe-tensorrt.md
SRC-ai-bili-BV19pT36rEsN,世界模型入门：LeWorldModel算法讲解 -- github 4k star的JEPA框架世界动作模型，1GB显存可运行,video,尤里卡AI,待验证,https://www.bilibili.com/video/BV19pT36rEsN,B,Daily Bilibili AI/embodied pipeline; raw=raw/_inbox/transcripts/2026-07-02-bilibili-bv19pt36resn-leworldmodel-github-4k-star-jepa-1gb.json; source_card=knowledge/_sources/bilibili-bv19pt36resn-leworldmodel-github-4k-star-jepa-1gb.md; cross-check against SRC-ai-032
SRC-ai-bili-BV1orTv62E2j,"智谱入局具身智能，26亿参数VLA模型ZR-0，用""思维链""打通跨实体迁移，单臂/双臂/人形一键通用",video,类人实验室,待验证,https://www.bilibili.com/video/BV1orTv62E2j,B,Daily Bilibili AI/embodied pipeline; raw=raw/_inbox/transcripts/2026-07-02-bilibili-bv1ortv62e2j-26-vla-zr-0.json; source_card=knowledge/_sources/bilibili-bv1ortv62e2j-26-vla-zr-0.md; key claims require primary source verification
SRC-ai-bili-BV12pTq6qECg,机械臂一碰就穿模？北大英伟达 PhysisForcing 纠正视频生成物理盲区,video,Agent创世纪,待验证,https://www.bilibili.com/video/BV12pTq6qECg,B,Daily Bilibili AI/embodied pipeline; raw=raw/_inbox/transcripts/2026-07-03-bilibili-bv12ptq6qecg-physisforcing.json; source_card=knowledge/_sources/bilibili-bv12ptq6qecg-physisforcing.md
SRC-ai-bili-BV1oPTq6SENP,人形机器人究竟怎么进家庭？这是我听过最好的答案,video,韩成龙Jackie,待验证,https://www.bilibili.com/video/BV1oPTq6SENP,B,Daily Bilibili AI/embodied pipeline; raw=raw/_inbox/transcripts/2026-07-03-bilibili-bv1optq6senp-bilibili-video.json; source_card=knowledge/_sources/bilibili-bv1optq6senp-bilibili-video.md
SRC-ai-bili-BV1wCTu6nEF2,深度探索-基于智元GENIE SIM 3.0的VLA闭环仿真（上）,video,寒墨阁,待验证,https://www.bilibili.com/video/BV1wCTu6nEF2,B,Daily Bilibili AI/embodied pipeline; raw=raw/_inbox/transcripts/2026-07-03-bilibili-bv1wctu6nef2-genie-sim-3-0-vla.json; source_card=knowledge/_sources/bilibili-bv1wctu6nef2-genie-sim-3-0-vla.md
SRC-ai-bili-BV1cL7p6VEH9,绝对是B站最好的具身智能VLA入门教程，对新手超级友好！仿真、隐式端到端VLA、RT-1、OpenVLA、UniPi—机械臂、具身智能机器人,video,CV前沿与深度学习,待验证,https://www.bilibili.com/video/BV1cL7p6VEH9,B,Daily Bilibili AI/embodied pipeline; raw=raw/_inbox/transcripts/2026-07-03-bilibili-bv1cl7p6veh9-b-vla-vla-rt-1-openvla-unipi.json; source_card=knowledge/_sources/bilibili-bv1cl7p6veh9-b-vla-vla-rt-1-openvla-unipi.md
SRC-ai-bili-BV1UR7H6dEy5,【2026最新机器人视觉SLAM】保姆级全套课程！AI大佬带你十节课从零到一快速掌握SLAM理论直接速通具身智能机器人必备入门知识点！AI/机器人/具身智能,video,AI学习百宝箱,待验证,https://www.bilibili.com/video/BV1UR7H6dEy5,B,Daily Bilibili AI/embodied pipeline; raw=raw/_inbox/transcripts/2026-07-03-bilibili-bv1ur7h6dey5-2026-slam-ai-slam-ai.json; source_card=knowledge/_sources/bilibili-bv1ur7h6dey5-2026-slam-ai-slam-ai.md
SRC-ai-bili-BV1v17Y6aE2L,浙大高飞发起 | 登顶《Science Robotics》封面背后的数学问题！,video,深蓝学院,待验证,https://www.bilibili.com/video/BV1v17Y6aE2L,B,Daily Bilibili AI/embodied pipeline; raw=raw/_inbox/transcripts/2026-07-03-bilibili-bv1v17y6ae2l-science-robotics.json; source_card=knowledge/_sources/bilibili-bv1v17y6ae2l-science-robotics.md
SRC-ai-bili-BV1PCjA6bEi4,还写什么单片机代码啊？直接微信聊天就行！,video,工科男孙老师,待验证,https://www.bilibili.com/video/BV1PCjA6bEi4,B,Daily Bilibili AI/embodied pipeline; raw=raw/_inbox/transcripts/2026-07-03-bilibili-bv1pcja6bei4-bilibili-video.json; source_card=knowledge/_sources/bilibili-bv1pcja6bei4-bilibili-video.md
SRC-ai-bili-BV1bKTk69EDD,【此话当真】Agent 元年第 500 天：什么在消失，什么在诞生，为什么我们不该再投资 GUI 思维的软件？,video,真格和Ta的朋友们,待验证,https://www.bilibili.com/video/BV1bKTk69EDD,B,Daily Bilibili AI/embodied pipeline; raw=raw/_inbox/transcripts/2026-07-04-bilibili-bv1bktk69edd-agent-500-gui.json; source_card=knowledge/_sources/bilibili-bv1bktk69edd-agent-500-gui.md
SRC-ai-bili-BV12XTM6sEGF,机器触觉反馈，是不是就是一个伪命题？#机器触觉 #科技 #论文解读 #机器人 #科技改变生活,video,新达同学,待验证,https://www.bilibili.com/video/BV12XTM6sEGF,B,Daily Bilibili AI/embodied pipeline; raw=raw/_inbox/transcripts/2026-07-05-bilibili-bv12xtm6segf-bilibili-video.json; source_card=knowledge/_sources/bilibili-bv12xtm6segf-bilibili-video.md
SRC-ai-bili-BV1y3T46NEUf,到底什么是物理AI，与数字AI核心区别是时间尺度不一样,video,OmAI联汇科技,待验证,https://www.bilibili.com/video/BV1y3T46NEUf,B,Daily Bilibili AI/embodied pipeline; raw=raw/_inbox/transcripts/2026-07-05-bilibili-bv1y3t46neuf-ai-ai.json; source_card=knowledge/_sources/bilibili-bv1y3t46neuf-ai-ai.md
SRC-ai-bili-BV1ifTp62EaV,【2026最新具身智能VLA入门教程】一口气讲透RT-1、RoboFlamingo、MDT、RDT、LAPA等核心算法，从零基础到进阶实战，算法原理+代码实战！,video,AI人工智能课程,待验证,https://www.bilibili.com/video/BV1ifTp62EaV,B,Daily Bilibili AI/embodied pipeline; raw=raw/_inbox/transcripts/2026-07-05-bilibili-bv1iftp62eav-2026-vla-rt-1-roboflamingo-mdt-rdt-lapa.json; source_card=knowledge/_sources/bilibili-bv1iftp62eav-2026-vla-rt-1-roboflamingo-mdt-rdt-lapa.md
SRC-ai-bili-BV17eTk6vETX,【播客】物理AI：新一轮生产力革命序章（第七期）,video,华夏基金官方账号,待验证,https://www.bilibili.com/video/BV17eTk6vETX,B,Daily Bilibili AI/embodied pipeline; raw=raw/_inbox/transcripts/2026-07-07-bilibili-bv17etk6vetx-ai.json; source_card=knowledge/_sources/bilibili-bv17etk6vetx-ai.md
SRC-ai-bili-BV1G8kBBvEzR,B站强推！2025公认最通俗易懂的【 Isaac Sim】教程，草履虫都能看懂！全套付费课程（附资料） NVIDIA_Isaac_Sim,video,IsaacSim教程,待验证,https://www.bilibili.com/video/BV1G8kBBvEzR,B,Daily Bilibili AI/embodied pipeline; raw=raw/_inbox/transcripts/2026-07-07-bilibili-bv1g8kbbvezr-b-2025-isaac-sim-nvidia-isaac-sim.json; source_card=knowledge/_sources/bilibili-bv1g8kbbvezr-b-2025-isaac-sim-nvidia-isaac-sim.md
SRC-ai-bili-BV1j9jd6aE7c,具身感知升级逻辑：双目抓物体，多目构建完整空间世界模型,video,失控的PM,待验证,https://www.bilibili.com/video/BV1j9jd6aE7c,B,Daily Bilibili AI/embodied pipeline; raw=raw/_inbox/transcripts/2026-07-07-bilibili-bv1j9jd6ae7c-bilibili-video.json; source_card=knowledge/_sources/bilibili-bv1j9jd6ae7c-bilibili-video.md
SRC-ai-bili-BV1WfTk6EEZ8,伯克利重磅Do As I Do！全网普通人视频，直接训练灵巧操作机器人,video,失控的PM,待验证,https://www.bilibili.com/video/BV1WfTk6EEZ8,B,Daily Bilibili AI/embodied pipeline; raw=raw/_inbox/transcripts/2026-07-07-bilibili-bv1wftk6eez8-do-as-i-do.json; source_card=knowledge/_sources/bilibili-bv1wftk6eez8-do-as-i-do.md
SRC-ai-bili-BV1F7Ts6WEYj,"高德杀进具身智能！ABot-M0.5：一个模型同时搞定导航+操作，还能自己""做梦""训练？",video,类人实验室,待验证,https://www.bilibili.com/video/BV1F7Ts6WEYj,B,Daily Bilibili AI/embodied pipeline; raw=raw/_inbox/transcripts/2026-07-07-bilibili-bv1f7ts6weyj-abot-m0-5.json; source_card=knowledge/_sources/bilibili-bv1f7ts6weyj-abot-m0-5.md
SRC-ai-053,NVIDIA Isaac Sim 4.5 documentation,product_documentation,NVIDIA,2025-09-25,https://docs.isaacsim.omniverse.nvidia.com/4.5.0/index.html,A,Official Isaac Sim documentation used to verify physically based virtual environments GPU PhysX multi-sensor RTX rendering digital twins Replicator Isaac Lab and ROS/ROS2 bridge claims.
SRC-ai-054,NVIDIA Isaac Sim 4.5 system requirements,product_documentation,NVIDIA,2025-09-25,https://docs.isaacsim.omniverse.nvidia.com/4.5.0/installation/requirements.html,A,Official Isaac Sim 4.5 requirements page used to verify OS RAM GPU VRAM and driver constraints mentioned by the Bilibili Isaac Sim tutorial.
SRC-ai-055,NVIDIA Isaac Lab binary installation documentation,product_documentation,NVIDIA Isaac Lab,2026,https://isaac-sim.github.io/IsaacLab/main/source/setup/installation/binaries_installation.html,A,Official Isaac Lab installation docs for clone symlink isaaclab.sh and environment setup referenced by the Isaac Sim tutorial.
SRC-ai-056,Do as I Do Dexterous Manipulation Data from Everyday Human Videos,paper,arXiv,2026-06-17,https://arxiv.org/html/2606.19333,S,Primary paper verifying the Bilibili BV1WfTk6EEZ8 Do As I Do claims: monocular RGB reconstruction retargeting 71 percent retargeting success and human video filtering playbook.
SRC-ai-057,ABot-M0.5 Unified Mobility-and-Manipulation World Action Model,paper,arXiv,2026-07-01,https://arxiv.org/html/2607.00678,S,Primary paper verifying the Bilibili BV1F7Ts6WEYj ABot-M0.5 claims: intermediate latent actions dual-level Mixture-of-Transformers Dream Forcing and mobile-manipulation WAM limitations.
SRC-ai-bili-BV1mgja6CEbK,成立两年半，估值200亿，千寻智能凭什么？,video,小水_VC看具身智能,待验证,https://www.bilibili.com/video/BV1mgja6CEbK,B,Daily Bilibili AI/embodied pipeline; raw=raw/_inbox/transcripts/2026-07-08-bilibili-bv1mgja6cebk-200.json; source_card=knowledge/_sources/bilibili-bv1mgja6cebk-200.md; synthesized=knowledge/_syntheses/bilibili-qianxun-intelligence-deep-dive-2026-07-08.md; key claims require primary-source verification.
SRC-ai-bili-BV1q3TE6AE4b,博登智能：估值超10亿，AI卖铲人闷声发大财,video,Bilibili,待验证,https://www.bilibili.com/video/BV1q3TE6AE4b,B,Daily Bilibili AI/embodied pipeline; raw=raw/_inbox/transcripts/2026-07-08-bilibili-bv1q3te6ae4b-10-ai.json; source_card=knowledge/_sources/bilibili-bv1q3te6ae4b-10-ai.md; synthesized=knowledge/_syntheses/bilibili-boden-intelligence-data-infrastructure-deep-dive-2026-07-08.md; company claims require primary-source verification.
SRC-ai-bili-BV1Z7jA6LE8s,成立两年半，估值200亿，千寻智能凭什么？,video,Bilibili,待验证,https://www.bilibili.com/video/BV1Z7jA6LE8s,B,Daily Bilibili AI/embodied pipeline; raw=raw/_inbox/transcripts/2026-07-08-bilibili-bv1z7ja6le8s-200.json; source_card=knowledge/_sources/bilibili-bv1z7ja6le8s-200.md; synthesized=knowledge/_syntheses/bilibili-qianxun-intelligence-bv1z7-deep-dive-2026-07-08.md; duplicate-title company claims require primary-source verification.
SRC-ai-xhs-6a44a669000000001101bdc2,未来不必生成视频，但要可评估、记忆和行动,social-media,Xbotics 具身智能社区,待验证,https://www.xiaohongshu.com/user/profile/5b8a2ddca4dd5900017426b7/6a44a669000000001101bdc2?xsec_token=AB__jmkWGxuxgIm1si8cSnHfdspZNoxBJxMyfqF-gmGVI=&xsec_source=pc_collect,C,Daily Xiaohongshu AI/embodied pipeline; raw=raw/_inbox/articles/2026-07-10-xiaohongshu-6a44a669000000001101bdc2-xiaohongshu-note.json; source_card=knowledge/_sources/xiaohongshu-6a44a669000000001101bdc2-xiaohongshu-note.md
SRC-ai-xhs-6a2667410000000006031e64,本周，最值得关注的3个基础设施资料项目,social-media,Xbotics 具身智能社区,待验证,https://www.xiaohongshu.com/user/profile/5b8a2ddca4dd5900017426b7/6a2667410000000006031e64?xsec_token=ABwVo2_q0BUfNFleGAaDifpeEWnOfTgb3-dzxAgQLXHmE=&xsec_source=pc_collect,C,Daily Xiaohongshu AI/embodied pipeline; raw=raw/_inbox/articles/2026-07-10-xiaohongshu-6a2667410000000006031e64-3.json; source_card=knowledge/_sources/xiaohongshu-6a2667410000000006031e64-3.md
SRC-ai-bili-BV1UTNj6gE75,自变量机器人：估值200亿，真智能还是真泡沫？,video,小水_VC看具身智能,2026-07-10,https://www.bilibili.com/video/BV1UTNj6gE75,B,Daily Bilibili AI/embodied pipeline; raw=raw/_inbox/transcripts/2026-07-11-bilibili-bv1utnj6ge75-200.json; source_card=knowledge/_sources/bilibili-bv1utnj6ge75-200.md
SRC-ai-bili-BV15pMb68Eb5,深度补全新突破！LingBot-Depth 2.0 让机器人看清反光与透明物体,video,失控的PM,待验证,https://www.bilibili.com/video/BV15pMb68Eb5,B,Daily Bilibili AI/embodied pipeline; raw=raw/_inbox/transcripts/2026-07-11-bilibili-bv15pmb68eb5-lingbot-depth-2-0.json; source_card=knowledge/_sources/bilibili-bv15pmb68eb5-lingbot-depth-2-0.md
SRC-ai-bili-BV1eKMn6MEgS,具身智能真正基建：Ego无机器人数据采集平台拆解,video,失控的PM,待验证,https://www.bilibili.com/video/BV1eKMn6MEgS,B,Daily Bilibili AI/embodied pipeline; raw=raw/_inbox/transcripts/2026-07-11-bilibili-bv1ekmn6megs-ego.json; source_card=knowledge/_sources/bilibili-bv1ekmn6megs-ego.md
SRC-ai-bili-BV1y6M767E9x,2026南科大【Mujoco教程】具身智能机器人建模原理，从下载安装-底层原理-项目实战，从零构建机器人仿真的Python案例！AI/机器人/具身智能,video,深度学习项目实战,待验证,https://www.bilibili.com/video/BV1y6M767E9x,B,Daily Bilibili AI/embodied pipeline; raw=raw/_inbox/transcripts/2026-07-11-bilibili-bv1y6m767e9x-2026-mujoco-python-ai.json; source_card=knowledge/_sources/bilibili-bv1y6m767e9x-2026-mujoco-python-ai.md
SRC-ai-bili-BV17UD6BzEQc,Kimodo，全新且免费的生成式动画工具，人人可用！,video,海盗CG,待验证,https://www.bilibili.com/video/BV17UD6BzEQc,B,Daily Bilibili AI/embodied pipeline; raw=raw/_inbox/transcripts/2026-07-12-bilibili-bv17ud6bzeqc-kimodo.json; source_card=knowledge/_sources/bilibili-bv17ud6bzeqc-kimodo.md
SRC-ai-bili-BV1hDPNztE6d,CVPR'26 | 浙江大学×宇树科技：首个具身智能终身学习的全生命周期闭环框架,video,深蓝学院,待验证,https://www.bilibili.com/video/BV1hDPNztE6d,B,Daily Bilibili AI/embodied pipeline; raw=raw/_inbox/transcripts/2026-07-12-bilibili-bv1hdpnzte6d-cvpr-26.json; source_card=knowledge/_sources/bilibili-bv1hdpnzte6d-cvpr-26.md
SRC-ai-bili-BV1C5Nj6vE6y,【ICRA 2026 】伯克利机器人学教授 Ken Goldberg：Agentic Coding能弥合机器人鸿沟吗？新应用范式VA/Agentic Robot,video,具身智能机器人入门,待验证,https://www.bilibili.com/video/BV1C5Nj6vE6y,B,Daily Bilibili AI/embodied pipeline; raw=raw/_inbox/transcripts/2026-07-12-bilibili-bv1c5nj6ve6y-icra-2026-ken-goldberg-agentic-coding-va-agentic-robot.json; source_card=knowledge/_sources/bilibili-bv1c5nj6ve6y-icra-2026-ken-goldberg-agentic-coding-va-agentic-robot.md
SRC-ai-bili-BV1sBTX6kEH5,子虔科技Al For Engineering 具身智能机器人一体化设计平台,video,摩尔线程开发者,待验证,https://www.bilibili.com/video/BV1sBTX6kEH5,B,Daily Bilibili AI/embodied pipeline; raw=raw/_inbox/transcripts/2026-07-12-bilibili-bv1sbtx6keh5-al-for-engineering.json; source_card=knowledge/_sources/bilibili-bv1sbtx6keh5-al-for-engineering.md
SRC-ai-058,Kimodo documentation and technical report,product_documentation,NVIDIA,2026-03-16,https://research.nvidia.com/labs/sil/projects/kimodo/docs/index.html,A,Primary NVIDIA documentation used to verify Kimodo motion diffusion controls 700-hour mocap training set model variants and local hardware boundary.
SRC-ai-059,GaP Graph-as-Policy Multi-Agent Self-Learning Harness,paper,UC Berkeley / NVIDIA / arXiv,2026-07-06,https://arxiv.org/abs/2607.05369,S,Primary paper used to verify Graph-as-Policy computation graph generation simulation iteration and 8 variational-automation benchmarks.
SRC-ai-060,ZIXEL cloud-native CAD workspace,product_documentation,子虔科技,2026-06-05,https://www.zcad.ai/helpcenter/launchpad,A,Primary product documentation used to verify ZIXEL CAD Viewer Process Master PDM and geometry-search product scope.
SRC-ai-bili-BV1qDjh64EEo,公认2026具身智能天花板教程！一套吃透大模型机器人，Docker、SLAM、Diffusion Policy、扩散学习全覆盖,video,CV前沿与深度学习,待验证,https://www.bilibili.com/video/BV1qDjh64EEo,B,Daily Bilibili AI/embodied pipeline; raw=raw/_inbox/transcripts/2026-07-14-bilibili-bv1qdjh64eeo-2026-docker-slam-diffusion-policy.json; source_card=knowledge/_sources/bilibili-bv1qdjh64eeo-2026-docker-slam-diffusion-policy.md; synthesized=knowledge/_syntheses/bilibili-umi-diffusion-policy-robotics-tutorial-deep-dive-2026-07-14.md; company/specification/realtime claims require primary-source verification.
